timestamp,kpi,anomaly_true
2024-01-02 00:00:00,0.32472442501743354,0
2024-01-02 00:01:00,0.6814840696017659,0
2024-01-02 00:02:00,0.35578137823576833,0
2024-01-02 00:03:00,0.6035644740266835,0
2024-01-02 00:04:00,0.6883209510221944,0
2024-01-02 00:05:00,0.4466528138271093,0
2024-01-02 00:06:00,0.4571251933908491,0
2024-01-02 00:07:00,0.33298326824139246,0
2024-01-02 00:08:00,0.33306696191001905,0
2024-01-02 00:09:00,0.60062050232751,0
2024-01-02 00:10:00,0.47457517518555914,0
2024-01-02 00:11:00,0.331338905352051,0
2024-01-02 00:12:00,0.5342807319301347,0
2024-01-02 00:13:00,0.5634383584964194,0
2024-01-02 00:14:00,0.3784413027796565,0
2024-01-02 00:15:00,0.34981525816642295,0
2024-01-02 00:16:00,0.6451281742346922,0
2024-01-02 00:17:00,0.598670976325322,0
2024-01-02 00:18:00,0.6786910287974168,0
2024-01-02 00:19:00,0.6615787797626663,0
2024-01-02 00:20:00,0.6491378183854978,0
2024-01-02 00:21:00,0.588323093142665,0
2024-01-02 00:22:00,0.6563381433393791,0
2024-01-02 00:23:00,0.30938384600252217,0
2024-01-02 00:24:00,0.5968938002705286,0
2024-01-02 00:25:00,0.5826680359143566,0
2024-01-02 00:26:00,0.37114708142142405,0
2024-01-02 00:27:00,0.5324012357944164,0
2024-01-02 00:28:00,0.30553862816611194,0
2024-01-02 00:29:00,0.6298290454301818,0
2024-01-02 00:30:00,0.389455005796314,0
2024-01-02 00:31:00,0.7783999808478543,1
2024-01-02 00:32:00,0.48957662736655594,0
2024-01-02 00:33:00,0.5810256254487991,0
2024-01-02 00:34:00,0.6579253680112426,0
2024-01-02 00:35:00,0.6617984150138287,0
2024-01-02 00:36:00,0.5327797739910556,0
2024-01-02 00:37:00,0.3952639358216774,0
2024-01-02 00:38:00,0.6756028860802454,0
2024-01-02 00:39:00,0.4428520543538199,0
2024-01-02 00:40:00,0.6986192722098546,0
2024-01-02 00:41:00,0.46502262149441687,0
2024-01-02 00:42:00,0.3971762117257036,0
2024-01-02 00:43:00,0.4458884156351589,0
2024-01-02 00:44:00,0.6847512963663371,0
2024-01-02 00:45:00,0.518352587101961,0
2024-01-02 00:46:00,0.3065367595430619,0
2024-01-02 00:47:00,0.3085672201888701,0
2024-01-02 00:48:00,0.534380627004709,0
2024-01-02 00:49:00,0.32078767700859656,0
2024-01-02 00:50:00,0.5220917673193599,0
2024-01-02 00:51:00,0.32652811553874855,0
2024-01-02 00:52:00,0.7945268781111273,1
2024-01-02 00:53:00,0.32270528653788677,0
2024-01-02 00:54:00,0.35611955513703886,0
2024-01-02 00:55:00,0.6243135167194107,0
2024-01-02 00:56:00,0.5472673068620381,0
2024-01-02 00:57:00,0.3149722291263015,0
2024-01-02 00:58:00,0.4995306545317505,0
2024-01-02 00:59:00,0.6416695341160916,0
2024-01-02 01:00:00,0.4990575780956721,0
2024-01-02 01:01:00,0.5454976649011412,0
2024-01-02 01:02:00,0.336846927029024,0
2024-01-02 01:03:00,0.46400203536877893,0
2024-01-02 01:04:00,0.7403207326827306,1
2024-01-02 01:05:00,0.5978638554653828,0
2024-01-02 01:06:00,0.5600830534570976,0
2024-01-02 01:07:00,0.5378234246530553,0
2024-01-02 01:08:00,0.6601304108600005,0
2024-01-02 01:09:00,0.6774324944287884,0
2024-01-02 01:10:00,0.5424537195476649,0
2024-01-02 01:11:00,0.5613441718405999,0
2024-01-02 01:12:00,0.6190315877596267,0
2024-01-02 01:13:00,0.4628062886352844,0
2024-01-02 01:14:00,0.37817268860143494,0
2024-01-02 01:15:00,0.418393172811277,0
2024-01-02 01:16:00,0.5894631818146642,0
2024-01-02 01:17:00,0.5162360670947751,0
2024-01-02 01:18:00,0.442872209415522,0
2024-01-02 01:19:00,0.6065900344334587,0
2024-01-02 01:20:00,0.4931582842847667,0
2024-01-02 01:21:00,0.42266859461599876,0
2024-01-02 01:22:00,0.517773946691728,0
2024-01-02 01:23:00,0.6280121197789335,0
2024-01-02 01:24:00,0.50918894761649,0
2024-01-02 01:25:00,0.3841303661370954,0
2024-01-02 01:26:00,0.3969845990912977,0
2024-01-02 01:27:00,0.36314667953356927,0
2024-01-02 01:28:00,0.5158339476664998,0
2024-01-02 01:29:00,0.5676596532715708,0
2024-01-02 01:30:00,0.6973697608950029,0
2024-01-02 01:31:00,0.4588164310489667,0
2024-01-02 01:32:00,0.676676094440767,0
2024-01-02 01:33:00,0.5327816378247276,0
2024-01-02 01:34:00,0.5993695322302476,0
2024-01-02 01:35:00,0.6060180550735885,0
2024-01-02 01:36:00,0.7150102276783769,1
2024-01-02 01:37:00,0.623292824717258,0
2024-01-02 01:38:00,0.43437303929116633,0
2024-01-02 01:39:00,0.3110716448797653,0
2024-01-02 01:40:00,0.5619962665569884,0
2024-01-02 01:41:00,0.43693810006537287,0
2024-01-02 01:42:00,0.5509818877757384,0
2024-01-02 01:43:00,0.4257483975691154,0
2024-01-02 01:44:00,0.5820453587470447,0
2024-01-02 01:45:00,0.5314982167070456,0
2024-01-02 01:46:00,0.540322060309377,0
2024-01-02 01:47:00,0.49724654877813323,0
2024-01-02 01:48:00,0.3645805967387678,0
