timestamp,kpi
2024-01-01 00:00:00,0.249816047538945
2024-01-01 00:01:00,0.4802857225639665
2024-01-01 00:02:00,0.39279757672456206
2024-01-01 00:03:00,0.3394633936788146
2024-01-01 00:04:00,0.1624074561769746
2024-01-01 00:05:00,0.16239780813448107
2024-01-01 00:06:00,0.12323344486727979
2024-01-01 00:07:00,0.4464704583099741
2024-01-01 00:08:00,0.34044600469728353
2024-01-01 00:09:00,0.3832290311184182
2024-01-01 00:10:00,0.10823379771832098
2024-01-01 00:11:00,0.4879639408647978
2024-01-01 00:12:00,0.4329770563201687
2024-01-01 00:13:00,0.18493564427131048
2024-01-01 00:14:00,0.17272998688284025
2024-01-01 00:15:00,0.7333996686764577
2024-01-01 00:16:00,0.2216968971838151
2024-01-01 00:17:00,0.3099025726528951
2024-01-01 00:18:00,0.2727780074568463
2024-01-01 00:19:00,0.21649165607921678
2024-01-01 00:20:00,0.34474115788895177
2024-01-01 00:21:00,0.15579754426081674
2024-01-01 00:22:00,0.21685785941408728
2024-01-01 00:23:00,0.2465447373174767
2024-01-01 00:24:00,0.28242799368681437
2024-01-01 00:25:00,0.41407038455720546
2024-01-01 00:26:00,0.1798695128633439
2024-01-01 00:27:00,0.3056937753654446
2024-01-01 00:28:00,0.33696582754481696
2024-01-01 00:29:00,0.1185801650879991
2024-01-01 00:30:00,0.34301794076057535
2024-01-01 00:31:00,0.16820964947491662
2024-01-01 00:32:00,0.12602063719411183
2024-01-01 00:33:00,0.4795542149013333
2024-01-01 00:34:00,0.4862528132298237
2024-01-01 00:35:00,0.4233589392465845
2024-01-01 00:36:00,0.2218455076693483
2024-01-01 00:37:00,0.13906884560255356
2024-01-01 00:38:00,0.3736932106048628
2024-01-01 00:39:00,0.27606099749584057
2024-01-01 00:40:00,0.9679422465651042
2024-01-01 00:41:00,0.29807076404450805
2024-01-01 00:42:00,0.11375540844608736
2024-01-01 00:43:00,0.4637281608315128
2024-01-01 00:44:00,0.20351199264000677
2024-01-01 00:45:00,0.36500891374159283
2024-01-01 00:46:00,0.2246844304357644
2024-01-01 00:47:00,0.3080272084711243
2024-01-01 00:48:00,0.31868411173731187
2024-01-01 00:49:00,0.17394178221021084
2024-01-01 00:50:00,0.48783385110582345
2024-01-01 00:51:00,0.4100531293444458
